user_id,name,review_count,yelping_since,fans,average_stars,correo
U8zqPKN5vBLwspnedOCZNA,Traci,97,2012-04-29 16:02:49,2,3.49,traci83437@gmail.com
MZlheGHHSBmbz1qGWHk_4Q,Brigid,5,2017-12-18 17:59:27,0,4.33,brigid83642@gmail.com
i0PALtwBj_WzyfRTNgz6Bg,Teisa,26,2014-12-29 21:54:22,0,3.87,teisa83677@gmail.com
u9CqY4YPbUwrGlE7K2L0WA,Patty,171,2012-06-25 04:29:04,8,4.29,patty83705@gmail.com
mapzbt44jS5BzQ4Ymu0lzg,Tracy,35,2013-07-25 03:55:31,2,3.68,tracy83707@gmail.com
VYQopEMfq9LvlILxvcs-jg,Kenzie,61,2017-07-10 02:18:58,18,4.23,kenzie83772@gmail.com
3IH8qG5FNKZuMRY5TSlgYA,Bianli,280,2012-10-03 17:37:54,15,4.06,bianli84051@gmail.com
RoO9qXnGfIXuCCQz9b8RDw,Hanaa,286,2014-06-07 19:21:58,10,4.12,hanaa84199@gmail.com
cICN0qrFnoXLKvcMWJcr4A,Aran,16,2015-11-15 16:15:17,0,4.19,aran84346@gmail.com
JmN0ZSfVzwiY1dBhKF9Uxg,Melissa,454,2014-02-12 18:13:33,56,3.43,melissa84495@gmail.com
7zEMDEvmsFEBWKoJPgi8Yw,Lisa,97,2016-07-22 21:55:31,1,3.8,lisa84560@gmail.com
qV1cVbhBTFOGLdUGrtdcsQ,Yvette,4,2014-07-17 03:33:29,0,3.0,yvette84631@gmail.com
y41IE4GeMck58GmCyDUxBg,Michelle,10,2016-04-14 02:07:19,1,4.3,michelle84658@gmail.com
WnxxIqaQLVWxvoITqVMSQw,Janelle,22,2012-07-31 20:58:43,0,3.6,janelle84912@gmail.com
dCNkzeCtbNHWo9ACWvUE5w,Niccole,189,2013-01-03 22:29:20,12,3.9,niccole84992@gmail.com
6aUZ60lWXc5Eaed60Msq4w,Mary,16,2017-03-24 15:46:36,1,3.63,mary85008@gmail.com
y_FNlAwKwAYgRgF-D3GZ_A,Teri,84,2012-06-26 22:20:56,0,3.65,teri85015@gmail.com
Sp2GV7D-_JLZMPQmDanzPQ,Brigitte,1015,2015-03-21 00:26:29,73,4.02,brigitte85056@gmail.com
msm2l_Uz45AODy1R-xLAcQ,C-Rolyn,2,2012-08-01 22:04:32,0,5.0,c-rolyn85194@gmail.com
1ZHTEUdhgB6YCu_IsNo53A,J,64,2011-09-25 02:18:40,0,2.34,j85206@gmail.com
MFtcREM_z0EesDRyIJ7YMw,dan,66,2009-01-11 18:01:34,4,4.18,dan85478@gmail.com
L4wdWVYfGoEGhyzr3c4X6A,Joanne,28,2011-11-05 06:24:26,1,4.79,joanne85483@gmail.com
5Nl6vX1LSbd3K1KBkOVtxQ,Marybeth,167,2017-11-03 20:16:53,10,4.26,marybeth85485@gmail.com
URW80hbqt4f7nIuT1y1dTA,Mary,63,2014-11-13 13:24:19,3,4.14,mary85527@gmail.com
Jpfc3T1BkyXm6RVCkmSStg,Stephanie,120,2012-12-01 22:41:25,5,4.21,stephanie85545@gmail.com
zFy6KxRDDnNh63qEJig_BA,Jessica,8,2018-07-30 21:53:52,0,4.5,jessica85630@gmail.com
gwMqAipB3g0x1xNUap6N7g,Stephanie,8,2014-04-15 01:35:41,0,3.5,stephanie85728@gmail.com
mr-mA6hO1QudIROcgN_1-w,Susan,153,2014-06-21 14:02:50,4,3.96,susan85751@gmail.com
jbZivy70IvYXdbT3_P91QA,Andrea,20,2014-04-14 13:20:38,1,4.05,andrea85761@gmail.com
UQBXfBwMk4DAQf_qgTQeog,Lunette,10,2017-04-30 11:44:00,0,1.33,lunette86093@gmail.com
v1BdSsoDJnTo3GZjHPs2yw,Elizabeth,23,2011-01-06 02:10:24,1,4.46,elizabeth86136@gmail.com
AnqnKl8mKPDu1Plg4Ni8OA,Latoya,84,2015-06-28 02:29:46,5,3.88,latoya86151@gmail.com
N3l_5mFKqNa8lIFVljQvaQ,Sandy,88,2012-12-17 17:29:15,3,4.04,sandy86328@gmail.com
V1X10O96B-nHJGIugrX-bA,Kyrie,14,2014-04-13 21:22:06,2,4.5,kyrie86570@gmail.com
QnnwWLeTNPFZWriadZJV_A,Brian,81,2018-04-02 22:02:54,1,4.87,brian86597@gmail.com
IfWmw6iHPT4Myu94npCw0A,Colleen,7,2012-05-07 16:24:27,0,3.14,colleen86696@gmail.com
Qx6luKD2eP4qFVTmD6uhfw,Danielle,6,2017-06-23 19:39:35,0,3.33,danielle86767@gmail.com
pkviUliQqn4-h2Xo96C4vg,Katie,20,2016-05-09 17:01:58,2,3.6,katie86768@gmail.com
vtK7LUp7ukSxVi_EymYcKQ,Kadian,167,2012-10-18 21:13:22,4,4.39,kadian86783@gmail.com
U9V9MBHn-6EBaj_VMBudpg,Shruthi,44,2013-07-15 03:26:04,4,4.5,shruthi86847@gmail.com
s-GgmkyI2RcnIT2Kly82ww,MJ,19,2012-12-30 13:39:04,0,4.32,mj86860@gmail.com
7SKwy6chO_FgWti1jK31TA,Nancy,219,2012-09-20 01:07:16,17,4.14,nancy86921@gmail.com
OJpq72qg9o8-MDTXbows-w,Melinda,18,2013-07-16 15:21:08,3,4.57,melinda86972@gmail.com
-gl8HgLsNHExQqmtfQ8lgQ,Lisa,131,2014-12-14 21:52:38,1,4.03,lisa87002@gmail.com
E9ECFJOL4YSM916bBbgC6w,Rachelle,2,2016-08-19 16:55:07,1,5.0,rachelle87013@gmail.com
UnAMVBwND8t3VDfYnyLkDQ,Stephanie,30,2017-01-08 22:52:54,0,2.81,stephanie87146@gmail.com
e9pCi-A2zVniFyNqVzBzpA,Chris,321,2014-05-09 14:21:39,5,4.62,chris87161@gmail.com
cqM5VvngTb330qGpmMkOpg,Monica,39,2015-08-24 00:28:12,0,3.24,monica87315@gmail.com
lDJrN9TG6H8scgPltRfh4A,Katie,9,2015-02-02 16:06:21,0,4.44,katie87399@gmail.com
eP6M7NV1FvOqIATzWN-jiA,Amy,3,2016-07-22 20:09:35,0,2.67,amy87414@gmail.com
9dAYSyMs5sQP2OK7HTO0tg,Wendy,14,2013-01-28 16:38:03,0,4.47,wendy87521@gmail.com
dLMybxvzwUVL-qUUITqKJA,Kelly,66,2009-08-12 23:05:31,1,4.47,kelly87570@gmail.com
K9XPTww9oRh89Db2P5rhxw,Lauren,253,2016-03-23 16:14:33,11,4.5600000000000005,lauren87586@gmail.com
pWdumaAbH7XNGgl61VUZLA,Jeanne,36,2015-05-24 23:00:41,0,3.47,jeanne87587@gmail.com
omRkRUgkeA66pbgjWCEb_Q,Michael,56,2013-05-19 13:30:01,0,4.58,michael87933@gmail.com
TpXu0yFnMMs-YiyBMEu27Q,Court,11,2013-02-27 00:36:18,0,3.83,court87995@gmail.com
IHKD0ixPkzQbUBeQ5hiMKw,Sherri,61,2009-11-10 14:53:52,3,4.36,sherri88060@gmail.com
nZOpAicQiP25DncvUAxfNA,Sara,24,2016-09-17 20:33:17,0,4.23,sara88227@gmail.com
Kd0PaQFxA3HNniHRlKx0DQ,B,16,2012-02-02 19:32:02,0,4.71,b88286@gmail.com
Yw4lFNEavY5vuj8rqG9vmg,Alexis,238,2017-12-23 00:00:39,28,4.02,alexis88455@gmail.com
1p5NwaQjdug2XsT3dLn4sA,Myrni,16,2014-01-06 06:41:32,0,4.31,myrni88550@gmail.com
3DWDH5MJbfS1g_MXmNbf4w,Adrien,21,2012-07-12 21:11:30,0,3.33,adrien88571@gmail.com
-SVT-bNZEKMd_5WW9f-uYQ,Gabby,4,2017-10-02 00:11:15,0,3.5,gabby88656@gmail.com
XSJ51pwuOzuiHcROFYjN-Q,Letitia,33,2013-06-29 11:34:58,2,3.66,letitia88659@gmail.com
YqLGqthg4LXpNxBDk5ZE-w,Heather,172,2010-02-14 06:18:41,13,4.31,heather88675@gmail.com
bcbuhrFYwGdDjBOeyN3zzA,Shelley,33,2015-08-04 18:47:52,0,3.71,shelley88725@gmail.com
ZWuDi4wdUKCSDPvHNIgGHg,Marcia,39,2009-06-06 19:53:34,0,4.64,marcia88817@gmail.com
W-fQWsT7p9yBWkBrHP2GIA,Corey,4,2013-09-15 15:27:50,0,2.0,corey88888@gmail.com
3c57DbE5YVzaBqJzXTixcA,Corissa,255,2016-06-20 21:44:31,21,4.17,corissa88932@gmail.com
j3X-vOFNaDsSq5rHNA984A,Glenda,28,2015-06-09 02:18:26,0,1.95,glenda89168@gmail.com
OXRfm156aQQXPztYRbnmyQ,Brenda,15,2013-03-17 15:42:25,0,4.0,brenda89210@gmail.com
rqjKNobn-NRMqrus7FaBOQ,Laura,265,2017-02-02 04:35:41,16,4.13,laura89391@gmail.com
Wm3xcohZvkVHkwoLbUNFiQ,Grace,29,2012-11-24 06:32:43,2,3.49,grace89546@gmail.com
1B2y3s0Y0saPcmWkT3iU5Q,Lisa,1,2016-08-20 20:34:04,0,5.0,lisa89845@gmail.com
28ephrNcOD1T9xMeLuMD-w,Alicia,153,2015-03-26 13:21:51,10,3.75,alicia89857@gmail.com
2pM_pWwfC6nePD6g-HAPxw,Kathleen,18,2015-05-25 21:52:05,0,4.17,kathleen89903@gmail.com
HMgps_zOvwidoYJIrf22jA,Arlene,110,2016-03-26 15:01:58,26,4.32,arlene89923@gmail.com
mk5ZPnMv5sfGa4eA5dhRvw,Heather,74,2011-11-07 06:35:37,11,4.01,heather90052@gmail.com
0GNCyQ19VxQ2Ico6A0RdjQ,Rachel,66,2013-02-08 16:39:17,2,4.35,rachel90157@gmail.com
0rc7lE48n72Qi7bmtBvxKw,Jody,8,2013-11-16 01:01:37,1,4.89,jody90312@gmail.com
LaTA_bUwN7s_FMyoEGm8-A,Christina,18,2016-07-11 18:50:18,0,2.79,christina90316@gmail.com
E8ltUZLbDSSo_6QqdAFqMQ,Robbie,66,2012-09-08 23:55:00,0,4.06,robbie90336@gmail.com
x_NQP73oYkJwBwQ-mWj6TA,Charis,30,2013-04-20 19:22:37,1,4.23,charis90364@gmail.com
IaGbbdkGoNkm5AUJocl2nQ,Lisa,18,2015-01-19 12:47:50,0,4.67,lisa90387@gmail.com
x5oyn79DjYG_TrQV4xgdXQ,Ashley,31,2012-08-19 03:03:50,0,4.61,ashley90498@gmail.com
lAENLOzqyT-dw0eevdpShg,Sean,172,2016-04-22 12:13:31,9,3.5,sean90733@gmail.com
oRo1p0HyrlbYaIxh9FgSMw,Holly,193,2008-12-07 04:06:15,6,3.87,holly90769@gmail.com
OJHRfPll8s9bbhITS5RWIQ,Pang Da May,38,2015-01-12 21:17:16,1,3.82,pang da may90790@gmail.com
YtPWIGyTzg9UWO44os60-A,Katie,42,2014-04-30 18:19:15,0,4.3,katie90856@gmail.com
vXFC3SDX-EluGtkO--W4fg,Mackenzie,4,2018-04-15 18:34:49,0,5.0,mackenzie90944@gmail.com
2InIg5itoYPYkWIe4s5hRw,Mercy's,29,2015-07-19 22:13:56,0,3.31,mercy's91078@gmail.com
0V9kMR2AGljsoMQR_JgpZQ,M,152,2013-07-24 23:16:23,2,2.8200000000000003,m91238@gmail.com
roJbvn9LIVsdASo2ctzj7Q,Aleli,25,2015-06-02 18:09:04,0,3.23,aleli91426@gmail.com
o3fYVwwIrkjlTtS3W6GsXg,Kristen,201,2013-03-06 18:23:12,15,4.61,kristen91492@gmail.com
ywc5qv3PB2n5C-XfFQ-seQ,Jenn,78,2018-03-23 13:35:42,1,4.54,jenn91556@gmail.com
34JEwihGXLQXpT4jh84GAA,Mary,68,2015-08-23 00:49:07,1,4.01,mary91607@gmail.com
HDXf4je1QJPXJ14gofWmyg,Carolyn,8,2014-08-29 16:46:03,0,4.0,carolyn91716@gmail.com
srDs0vIwsQ4fBSopQz6-_g,Danielle,34,2014-08-24 15:57:15,0,2.97,danielle91951@gmail.com
G4YNeQxBRl4eRoLeakjzQg,Abbie,39,2016-05-09 05:15:48,0,4.1,abbie92012@gmail.com
k4IxpOt9OzD18Jihlrn5TQ,Brooke,112,2013-04-23 18:02:16,11,4.16,brooke92278@gmail.com
T3-RdDRjWkkO-6YAH1gXSg,Lauren,29,2015-01-06 15:08:10,1,4.0,lauren92289@gmail.com
9AgCFZrBV4iTcNPImMe_Ug,Briana,57,2016-01-09 00:16:16,11,4.02,briana92296@gmail.com
riqVnqzfWKfE37DV0LJ-gA,Quin,959,2011-01-28 20:11:42,51,4.05,quin92466@gmail.com
I6cqTgHlQHV0uYDzFOUlpw,Ryan,318,2016-03-17 19:23:35,26,3.84,ryan92473@gmail.com
wZw_sEDCvTxV9Zc4ftHb5w,Megan,124,2016-11-12 15:06:45,2,4.16,megan92536@gmail.com
cMTy9rxMG62mqyNtIkJmoA,Miriah,32,2018-02-07 21:02:21,2,4.31,miriah92602@gmail.com
oEcS6ZIp5UpEFsP_abHKIw,Ursula,112,2014-06-22 20:09:12,0,4.05,ursula92743@gmail.com
So9wmSfLIPzRT0vt0i7FjQ,Kelly,29,2017-09-19 12:29:49,0,4.59,kelly92869@gmail.com
gvWTTmejhjKzCoG-RDAZjQ,Nicole,46,2013-05-03 05:30:15,0,2.75,nicole93034@gmail.com
XShxYd1VKHjH2XxCSe-eMQ,Katina,123,2016-04-15 06:52:54,10,4.37,katina93155@gmail.com
TVMe1JqL7Y-mIx6TamGuhA,Patti,57,2013-10-16 22:41:15,1,4.93,patti93163@gmail.com
ma6079CH58mAeIR8TBzElA,Edward,70,2016-03-21 23:30:03,1,2.77,edward93308@gmail.com
i4Q19DFQ9jvY44sqh21RoQ,Mikayla,72,2017-11-28 02:07:37,2,3.66,mikayla93504@gmail.com
CJ1qOThxVs_V6VTYRL4Eaw,Loren,31,2015-11-08 17:47:17,0,3.65,loren93561@gmail.com
nkjA6VgTaJvgn8cwBDeuhg,Sue,16,2017-06-03 19:19:07,0,4.31,sue93645@gmail.com
OCLHm7yLDtQIFay6Ic8xjA,Megan,11,2016-03-08 03:45:26,0,1.55,megan93666@gmail.com
njfnc6_ITdzBhZ5Xl-j-xw,Chastity,81,2017-10-27 00:57:25,4,4.69,chastity93693@gmail.com
UJ3ynvH_r31KBRO_08dKmQ,Trish,41,2016-03-07 19:57:52,1,4.5,trish93816@gmail.com
F1SwlgP8szhusCv4Rbrgkg,Stacey,17,2007-07-09 20:36:28,0,4.12,stacey94023@gmail.com
d9Cn1hdC1qAo1MLS8DaEmQ,Tiffany,11,2016-03-09 21:52:49,1,4.18,tiffany94082@gmail.com
8-Hb4HufmmKdRTgeUSzGcQ,Kelli,12,2014-05-26 14:42:00,0,5.0,kelli94186@gmail.com
SPKI9Kw1UGV9Sa-IM72utw,Susan,18,2013-06-26 21:50:21,1,3.1,susan94197@gmail.com
Y0LZD_5hZd4uaaM0qmxzfQ,Rebecca,24,2015-01-10 19:34:16,0,4.32,rebecca94210@gmail.com
5r_dn0qfvB6wdNDrl-nVLQ,Cheryl,6,2011-06-11 20:48:19,0,3.86,cheryl94281@gmail.com
WNksUxtbn3SNXs0pFEicLQ,Chelsey,10,2015-05-26 13:54:49,0,4.0,chelsey94505@gmail.com
RzO9MuUqAwpd2u32H5T5Lg,Nicole,19,2015-11-03 16:05:03,0,3.85,nicole94551@gmail.com
dvR8BvIZHRcxwPLN150Q-A,Yohamy,29,2017-09-18 23:12:22,1,3.32,yohamy94558@gmail.com
nBbQhFavZzGJiaxBTYa5JA,Emiliya,55,2016-01-20 14:41:12,3,4.15,emiliya94639@gmail.com
UES3rcOrddbAhgMwTZlTTw,Kim,8,2016-01-23 23:19:52,0,3.44,kim94717@gmail.com
I9QVPr3sELDv5VRKLdRS9A,Danyale,24,2016-04-08 18:58:41,0,2.54,danyale94746@gmail.com
By7-SDUeNjfCJWOYTb7Dqg,Tessa,50,2015-09-09 17:32:29,0,4.33,tessa94852@gmail.com
RSeIHiXxsGy28gHKh6G9IA,Toni,82,2011-01-14 12:11:32,4,3.86,toni94913@gmail.com
pnepwnoSTqYMjVi00CkM2g,Linda,80,2013-10-13 23:53:52,2,3.29,linda94950@gmail.com
A4MqwJTurYRWmNfX4YVwuQ,Jeanette,19,2014-10-25 18:52:01,0,3.65,jeanette94961@gmail.com
NFXHzIUa-T5HS8IMJUYdgg,Karen,193,2013-08-11 16:50:38,1,4.25,karen95087@gmail.com
CH2iAZ_XX8nJ7bV324CbEQ,Penny,110,2014-10-14 13:10:01,1,4.27,penny95122@gmail.com
pIIPAh2-wprTxw9wWTAvxA,Karen,33,2012-08-21 23:08:36,0,2.8200000000000003,karen95140@gmail.com
SCKtZpNbdvF_vKpocmTLuQ,Chelsea,14,2017-10-27 15:21:19,0,4.5,chelsea95257@gmail.com
2X8Yg1sQbd_uoB_ZbI8MeA,Tina,96,2014-04-19 17:41:43,2,4.0,tina95631@gmail.com
_M81VNf_scBg34VdjViEAg,Shannon,324,2013-02-25 18:23:36,5,3.55,shannon95762@gmail.com
6KwXmmtQbsdZirm30jwXjw,MB,64,2014-10-13 19:03:52,2,3.75,mb95829@gmail.com
dmm3vs3UoEXGYEG8NrYe_A,Cassandra,21,2011-07-25 00:07:17,0,4.0,cassandra96008@gmail.com
uuSovWqvYfJt45o0ygeH0w,Sabith,50,2012-02-25 22:46:58,4,4.19,sabith96025@gmail.com
WXIy2tkbJG7md1lOUmH4rg,Darryl,120,2015-01-21 00:36:17,8,4.6,darryl96040@gmail.com
aakUfHsqjH8ZNHgCihwOFA,Amy,292,2012-07-17 02:24:52,33,3.54,amy96419@gmail.com
sr5LTgLNlIpmGr9sREDyVQ,Lina,21,2007-09-28 15:04:07,0,4.26,lina96562@gmail.com
MCTuJmeSmaLl9mPpjtAK7A,Courtney,117,2015-07-29 17:14:53,17,4.13,courtney96633@gmail.com
QrxhExBRXLty-HgiOQ8ipg,Donna,3,2018-05-12 23:02:37,0,4.33,donna96708@gmail.com
TsSUzgClEbkvtMHFiJwz8g,Monique,29,2015-08-31 16:36:14,1,4.33,monique96775@gmail.com
4prUAFfcLWlCh-V83vU64A,Tamara,4,2017-03-13 22:51:48,0,1.8,tamara96956@gmail.com
X44u2KmyNsk6uxElXOwcYw,Addie,1,2017-06-05 16:37:21,0,5.0,addie96993@gmail.com
GRNqIGUrkHJabOlTBktzBw,Brandi,102,2015-11-07 00:57:19,8,4.0,brandi97072@gmail.com
U1Tw0fLXGk43lgmAhi3Zzg,B,32,2013-08-25 12:44:55,2,3.19,b97081@gmail.com
w2Zer8KrPDD8RT1s5jV9mg,Kelly,41,2014-08-18 23:53:06,1,3.67,kelly97123@gmail.com
1WYjHmu0oinvhe2k2TIL-Q,Liz,51,2015-01-26 00:27:40,2,3.73,liz97215@gmail.com
ovLS8ItXJPwRYKHhIkzgvA,Elisha,32,2015-11-09 17:09:37,0,4.41,elisha97356@gmail.com
JDDQJHqUgfJZiFj6CUgkfQ,Melissa,176,2013-01-27 18:24:12,12,3.89,melissa97366@gmail.com
YAfr_mXb2VH6nQT1osLqLA,Carrie,33,2012-02-27 08:57:07,1,3.76,carrie97440@gmail.com
jI81bT1b_vz8aloD6sY6OA,Michele,106,2014-07-05 03:10:29,4,3.72,michele97570@gmail.com
BHwtAH32W5nqK17FgXqRdg,Rachel,14,2016-11-14 15:20:20,0,5.0,rachel97648@gmail.com
rgaXhocJQrp19JTP5l3I8w,Christina,22,2010-07-23 00:11:35,0,3.86,christina97676@gmail.com
JtV6pkzT2bAJN6C0kyT5Ww,Han,14,2013-12-20 15:44:09,1,4.14,han97800@gmail.com
r_oETS9Jz2UNapnbEsi68Q,Brittany,58,2015-01-04 01:04:08,2,4.31,brittany97802@gmail.com
6z4_A5LXDslv-q3gXz87Eg,Brittany,48,2015-07-26 18:18:04,2,4.58,brittany97973@gmail.com
sI5zuNfM1Lj-ZmFoKBFtrA,Dee,22,2012-10-06 20:51:00,0,3.64,dee98176@gmail.com
qbIWjM24UxYZsQKFK94riA,Carla,731,2012-12-15 21:43:44,19,3.55,carla98252@gmail.com
5gsRAmrviRur_lpmkZOKFQ,John,40,2015-07-27 16:29:48,0,4.87,john98255@gmail.com
bhT50kYUw3ONRI5vdDkvUw,Kandi,329,2015-05-22 16:27:16,14,3.93,kandi98296@gmail.com
XJDLaoN1PerKw2woiKeepA,Tammy,162,2014-05-01 11:20:27,5,3.69,tammy98390@gmail.com
NnZK9H046-9A9jMn6a-GZw,Lynnette,33,2013-05-09 12:21:02,0,4.09,lynnette98402@gmail.com
kftsWPMQKxTwsNkEYFTh3Q,Brielle,29,2015-08-23 16:53:20,1,3.84,brielle98411@gmail.com
Hj-o_dC-5mZSm_phjnJ9tw,Jennifer,52,2016-02-09 04:24:29,3,3.79,jennifer98740@gmail.com
aDTGObHJBkzk8QPMO9tOjg,Selma,179,2014-12-26 19:06:27,25,4.5,selma99065@gmail.com
u2P9j_83EY2ZkLmVc1-Scw,Kathy,49,2014-12-10 17:57:08,1,3.33,kathy99109@gmail.com
qnJELRYm1RKh-4u7rXNDlQ,Sherry,139,2013-04-20 14:11:49,7,4.08,sherry99192@gmail.com
Qs-lbf8OD16IlXjhsZAonw,Monique,62,2014-12-21 06:04:19,12,4.46,monique99338@gmail.com
EM8aUJtksOdxmo4pXdRbiw,Torree,15,2015-06-12 17:19:29,0,4.13,torree99366@gmail.com
FDiTU3V9Bzp-u33K4B5jbg,Nicole,37,2014-03-10 06:52:24,1,4.15,nicole99462@gmail.com
5T9WlOw6Wns5LJmCs4W4Iw,Jillian,105,2013-03-20 17:53:50,0,3.81,jillian99464@gmail.com
Jgz932fxzwyD3Y4YLcC95A,Jamie,43,2015-02-14 01:21:56,0,3.98,jamie99568@gmail.com
U-eORLshk1xb8Lv3EOrG7w,Alana,51,2018-05-17 23:22:42,8,4.37,alana99707@gmail.com
NKpg1RC6bxq3ElmeaFzEQg,Katherine,92,2017-03-09 20:13:09,2,3.54,katherine99769@gmail.com
oRuz7dQlZvnivVzQ_xSP_w,Katie,17,2018-08-19 04:44:49,1,2.5,katie99964@gmail.com
T-sOFQaY83W6R_QI5582Bg,Danielle,12,2015-08-24 02:24:16,1,2.08,danielle99986@gmail.com
Bwq9JykNTlGfl5M7dtDbdw,Oxalis,24,2013-12-28 16:53:27,0,3.54,oxalis100065@gmail.com
kRteXrPJJB1kVItnMYAr1w,Elizabeth,21,2015-07-26 16:56:15,0,4.0,elizabeth100132@gmail.com
Zsp9OpF4qOpTvf7zKPPsGQ,Shannon,6,2015-05-23 19:37:23,0,4.0,shannon100399@gmail.com
v-uk1s43TKtAZ6tQzk7YTg,T,90,2015-09-23 23:53:28,2,3.76,t100699@gmail.com
DP9uURNjHvtJevzB5mKTeg,Elida,16,2011-03-01 22:49:37,1,4.29,elida100704@gmail.com
ukarYGS1pdSxldkklIqq0g,Christine,56,2014-09-24 19:04:57,0,4.03,christine100811@gmail.com
5p1VsBIQdQjhp5TV9bxInA,Katelyn,118,2015-12-06 02:34:51,15,4.5,katelyn100990@gmail.com
exRWM9F2JAJVvWgjbCaQJw,Marisse,57,2013-07-29 22:22:06,1,3.2,marisse101105@gmail.com
pRGeLK1gINrLOn1sSW3pcQ,Melinda,39,2013-07-05 18:12:31,3,1.74,melinda101326@gmail.com
y-7ydjIfhnE3XgOLhhT_xQ,Amanda,72,2015-07-26 14:24:03,5,4.33,amanda101465@gmail.com
MXxomcsySyVpH-vOJXfYWw,Eliza,30,2016-05-13 16:39:55,1,3.67,eliza101479@gmail.com
kpv8n7bZBAjrp_Uv9AnF0Q,Belinda,57,2014-02-24 03:30:17,1,3.7,belinda101946@gmail.com
-vgYCCMY4MihAnQM6F9Mcg,Jen,80,2014-01-04 03:54:31,0,4.55,jen102010@gmail.com
wIOCP9pdhieISBOhCbf-6Q,Cassidy,27,2014-12-13 00:20:51,0,2.7,cassidy102013@gmail.com
6IK9GwjNcjnLF3zVl70s0Q,Elaine,11,2013-10-17 19:41:12,0,4.18,elaine102091@gmail.com
TkFfkUhNLczx5LB-uR9qaw,Tina,453,2009-05-31 17:56:59,126,4.5600000000000005,tina102125@gmail.com
OG78XErtokqx3QHdm_IyHw,David,17,2014-10-30 21:44:25,0,2.76,david102254@gmail.com
v30lltDFuDUEqBR4kQ_53A,Katarina,21,2013-11-13 00:56:43,0,1.81,katarina102388@gmail.com
7bvU6GkGa8fLF0f6wSjIMQ,Krista,286,2013-07-12 00:52:13,25,4.21,krista102423@gmail.com
Di-KDoWf7xfTTkU6hBu9Hg,Amy,4,2017-07-19 15:24:50,0,4.75,amy102558@gmail.com
9LDUIPjPuspMwL8Ordjc4Q,Alisha,243,2015-11-16 03:29:44,12,3.92,alisha102752@gmail.com
OUD1t1__WFnaodS4y6o28g,Minna,218,2014-11-06 01:08:59,8,3.41,minna102998@gmail.com
lhxw-SrSgE9CycFdIxlaEg,Andrea,404,2013-12-17 15:16:37,38,4.51,andrea103104@gmail.com
9KiCw4Sk86TAqR8tWSeDkA,Suzanne,14,2015-08-07 17:47:05,0,2.43,suzanne103260@gmail.com
0_fXYw8-GRy0eTar6j_7mw,Keith,80,2006-01-03 05:57:29,0,4.31,keith103288@gmail.com
gYkMFNXLWqy6DQXLyKg3OQ,Catherine,6,2016-09-17 00:53:56,0,4.63,catherine103420@gmail.com
BT6ccfABjbfv1p6WDLGpjQ,Emina,16,2015-06-29 00:19:18,0,2.95,emina103527@gmail.com
8kQlAv7-961DN6Gxqw1epQ,Annie,90,2014-01-19 20:41:36,18,4.28,annie103555@gmail.com
MCWOXXbP2KhMwDl6uPpWdQ,Angiesaurus,28,2018-04-30 15:40:10,1,4.21,angiesaurus103756@gmail.com
jHXYHm5Pxz54sY94G5TNVA,Saturated,7,2012-06-29 22:05:44,0,3.07,saturated103900@gmail.com
OQGZaDgCH8e-ALCKberckA,Stacy,18,2012-03-20 02:03:21,0,3.94,stacy103914@gmail.com
_I5yBAm4IAayT3kqX1qURg,Em,239,2015-05-27 02:29:14,53,4.31,em103992@gmail.com
JVmWSqJowa0iLGppmrpsQg,Mackenzie,36,2016-05-29 19:39:13,1,4.59,mackenzie104098@gmail.com
6tYyLKpZPzBccGXA65ZlRA,Lori,22,2011-03-05 20:24:14,0,4.08,lori104132@gmail.com
m1k4szd2Z2IdMXDCI0O3-Q,D,61,2011-11-11 21:22:32,0,3.82,d104158@gmail.com
fsUeQTeROaiPyUBVb0oSFQ,Scott,35,2011-11-06 20:49:35,0,3.16,scott104263@gmail.com
W3wgif6YiYolHlCoYB0Oeg,Nancy,28,2016-04-04 15:40:24,0,4.0,nancy104286@gmail.com
4xcjS_64MEHfO4sngneFEQ,Annah,287,2015-06-24 19:52:05,30,4.09,annah104339@gmail.com
pYSfmkYz37Fyl1OnCo6lmA,Kore,24,2013-10-21 16:17:45,1,4.5600000000000005,kore104486@gmail.com
eQEaOZMxRITCPpvoPihKzw,Marianne,53,2012-03-25 22:36:39,0,4.22,marianne104531@gmail.com
kUnqndcZ1hbX-wdFoS6coQ,Alexa,61,2015-09-28 22:21:34,22,4.03,alexa104542@gmail.com
LAhlyUkSzy4B5biCN4RgvQ,Brenda,14,2018-05-16 16:09:09,0,4.0,brenda104587@gmail.com
Zm_qTh2VNWnQBsGknzm7nA,Morvarid,9,2014-01-03 17:09:11,0,2.9,morvarid104600@gmail.com
NY4XnFOLqWGyRX9v8P8gfA,Connie,5,2015-10-10 15:34:24,0,5.0,connie104629@gmail.com
Yo6vWvR6PqdH6p24nnEtPg,Joy,61,2011-03-30 04:46:08,5,4.02,joy104650@gmail.com
-x0U0dtkEcrf1i1myl7_XQ,Ghes,44,2015-01-08 22:05:44,0,4.39,ghes104843@gmail.com
175DuOm7IPiEy5f1KG9esA,Tamesha,72,2016-05-12 22:51:43,9,3.79,tamesha104856@gmail.com
j2M6GfFMtbwUisua0dzaug,Liz,191,2015-12-25 04:28:57,17,3.19,liz104905@gmail.com
hmUTJKOaB0vI19IRNxELjg,Katie,186,2014-07-16 20:20:22,11,4.76,katie104915@gmail.com
